,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s484,3.0,-0.0625,1,-1.0589112499,-0.0015,6,-1.875,9.2,-0.05,3,155.9231280015,0.004,5,0.5,0.9886363636000001,-0.8448459287000001,0.2,3.3729343245,1.0,388.0,0.8,0.0,0.2808988764,700.0,734.0,0.011111111100000001,95.4,25,235.6637930046,205.1092406383,,,,,,,,,,,0.8333333333,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s484', 'Incorrect number of trials in small condition for worker_id:s484', 'Incorrect number of trials in medium condition for worker_id:s484', 'Incorrect number of trials in large condition for worker_id:s484']",0,351.0,0.0,56.1700641126,508.62,0.0,-0.5040836081,-0.19496357900000003,-0.4632677867
s489,8.8333333333,-0.0642857143,0,-16.9709574129,-0.0008571429000000001,6,1.6428571429,11.2,-0.2333333333,0,-11.7869858599,0.0231372331,5,0.7843082814,0.9886363636000001,-0.5741594819,0.0833333333,3.9143072180000003,1.0,392.0,0.9166666667000001,0.0,0.4666666667,1029.5,1103.5,0.0,-56.7777777778,42,329.0912495383,456.4340850822,,,,,,,,,,,0.5,0.932596148,0.9368117971000001,0.9591600679000001,0.932596148,0.8571428571,1.0,1.0,0.6666666667000001,0.034107706200000004,0.0399243052,0.0149233694,0.056120869000000004,0.8571428571,1,1.0,0.6666666667000001,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s489', 'Incorrect number of trials in small condition for worker_id:s489', 'Incorrect number of trials in medium condition for worker_id:s489', 'Incorrect number of trials in large condition for worker_id:s489']",0,335.5,0.0,71.2132263915,787.13,0.0,0.4468083413,-0.3148775789,0.2658363737
s492,5.1666666667,-0.0142857143,1,0.6199361139,0.0011428571,6,-1.2142857143,6.5714285714,-0.25,1,-9.393042353,0.012,7,-3.5,0.9886363636000001,-0.6553363710000001,0.1111111111,3.7519534397000003,1.0,335.0,0.8888888889000001,0.0,0.3181818182,437.5,337.5,0.022222222200000002,-97.2857142857,28,193.3635718006,157.4498350745,,,,,,,,,,,0.7000000000000001,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s492', 'Incorrect number of trials in small condition for worker_id:s492', 'Incorrect number of trials in medium condition for worker_id:s492', 'Incorrect number of trials in large condition for worker_id:s492']",0,321.5,0.0,57.9387030781,440.88,0.0,-0.2522598477,-0.24589031900000002,-0.309683147
s495,8.5,0.1714285714,1,-3.5389469694,-0.0022857143,6,-3.0714285714,22.6666666667,-0.30000000000000004,0,-12.3191651756,0.012,6,1.0,0.9886363636000001,-0.7819457624,0.1666666667,3.498734657,1.0,409.5,0.8333333333,0.0,0.30681818180000003,903.0,861.0,0.022222222200000002,-0.8333333333,27,225.5132481058,254.8670809692,,,,,,,,,,,0.75,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,0.5,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,0.8571428571,1,0.5,1.0,0.5714285714,0.5,0.5,0.6666666667000001,"['Incorrect number of total trials for worker_id:s495', 'Incorrect number of trials in small condition for worker_id:s495', 'Incorrect number of trials in medium condition for worker_id:s495', 'Incorrect number of trials in large condition for worker_id:s495']",2,290.5,0.0,53.4704555426,754.4489795918,0.02,-0.8226039844,0.1901183565,-0.9992738404
s500,5.8333333333,0.0785714286,2,-1.4595054277,-0.0074285714,6,-2.8571428571,7.0,0.7628469956,3,-10.0149264734,0.0271805465,7,-12.3784699558,0.9772727273,-0.9284116704,0.25,3.2058028411,1.0,327.5,0.75,0.0,0.42696629210000003,1125.0,845.0,0.011111111100000001,-133.0,38,485.2854778595,497.3070807349,,,,,,,,,,,0.625,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s500', 'Incorrect number of trials in small condition for worker_id:s500', 'Incorrect number of trials in medium condition for worker_id:s500', 'Incorrect number of trials in large condition for worker_id:s500']",2,338.5,0.0,35.1016102778,,,,,
s501,17.3333333333,0.2214285714,0,-12.8120743295,0.0017142857,6,-1.9285714286000002,15.0,0.04,0,-14.8533832151,0.0032,8,-0.4,1.0,0.0,0.0,5.0626261818,1.0,375.0,1.0,0.0,0.3888888889,707.0,628.0,0.0,-97.75,35,503.0819686958,482.8899066587,,,,,,,,,,,0.75,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s501', 'Incorrect number of trials in small condition for worker_id:s501', 'Incorrect number of trials in medium condition for worker_id:s501', 'Incorrect number of trials in large condition for worker_id:s501']",3,390.5,0.0,64.1117057238,556.38,0.0,-0.7436422176,0.7214002112,-0.29655954430000003
s502,18.1666666667,-0.17,0,-12.5186343994,0.01,6,-4.7,22.3333333333,-0.2,0,-11.8094680652,0.002,6,-3.0,1.0,0.0,0.0,5.0626261818,1.0,380.0,1.0,0.0,0.5111111111000001,769.5,688.0,0.0,-108.875,46,300.5045137796,293.4615634419,,,,,,,,,,,0.375,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s502', 'Incorrect number of trials in small condition for worker_id:s502', 'Incorrect number of trials in medium condition for worker_id:s502', 'Incorrect number of trials in large condition for worker_id:s502']",3,320.5,0.0,78.2064598075,718.72,0.0,0.4876343712,-0.07540857470000001,0.6160213434
s504,15.1666666667,0.47500000000000003,0,-16.736151271,-0.003,6,-4.5,15.0,-0.1,0,-8.2697017391,-0.012,5,-5.5,1.0,0.0,0.0,5.0626261818,1.0,363.5,1.0,0.0,0.4444444444,751.0,760.5,0.0,67.2,40,203.5330109306,193.5494199402,,,,,,,,,,,0.30000000000000004,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,0.8571428571,1.0,0.5,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,0.8571428571,1,0.5,1.0,1.0,1.0,1.0,1.0,"['Incorrect number of total trials for worker_id:s504', 'Incorrect number of trials in small condition for worker_id:s504', 'Incorrect number of trials in medium condition for worker_id:s504', 'Incorrect number of trials in large condition for worker_id:s504']",3,282.5,0.0,41.5087096038,845.44,0.0,0.0413804417,0.32899068940000004,0.0666405459
s505,7.3333333333,0.33966014310000003,3,-3.600804831,0.0049197391,6,-3.1466014307,6.6666666667,0.1,0,-6.627805221,0.0004,6,-0.6000000000000001,0.9545454545000001,-1.0330925829,0.4285714286,2.4262099054,0.9876543210000001,324.0,0.5714285714,0.012345679,0.3953488372,759.5,749.5,0.044444444400000005,114.0,34,435.3739812679,543.0372474441,,,,,,,,,,,0.5,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s505', 'Incorrect number of trials in small condition for worker_id:s505', 'Incorrect number of trials in medium condition for worker_id:s505', 'Incorrect number of trials in large condition for worker_id:s505']",0,257.0,0.0,71.6161333413,532.75,0.0,-1.2646207061,0.1862340321,-1.6391332118
s507,12.0,-0.1625,0,-15.2543197606,-0.019,6,-6.875,10.25,0.25,0,113.5681489367,0.006,4,-5.0,1.0,0.0,0.0,5.0626261818,1.0,340.0,1.0,0.0,0.2906976744,546.0,638.0,0.044444444400000005,,25,230.0624915105,336.211911122,,,,,,,,,,,0.75,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s507', 'Incorrect number of trials in small condition for worker_id:s507', 'Incorrect number of trials in medium condition for worker_id:s507', 'Incorrect number of trials in large condition for worker_id:s507']",1,330.0,0.0,57.9259103969,564.26,0.0,-0.7153292072,-0.1807822412,-1.1642989703
s508,6.6666666667,0.25,2,165.1603830566,-5.23019128e-16,6,-7.5,12.6,0.4,3,-8.2697017391,-0.027999552,5,-0.00011199820000000001,1.0,0.0,0.0,5.0626261818,1.0,318.0,1.0,0.0,0.5333333333,771.5,802.5,0.0,-83.75,48,133.0467826189,171.6475689342,,,,,,,,,,,0.5,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s508', 'Incorrect number of trials in small condition for worker_id:s508', 'Incorrect number of trials in medium condition for worker_id:s508', 'Incorrect number of trials in large condition for worker_id:s508']",2,270.5,0.0,50.2288928658,512.85,0.0,0.2186971266,0.19474466,0.2373952873
s509,16.8333333333,-0.125,0,-18.8556468122,0.007,6,-1.0,23.7142857143,-0.0571428571,0,-18.3959126628,-0.0094285714,7,-0.6428571429000001,0.9659090909,-1.0502928958,0.33333333330000003,2.9620403902,1.0,348.0,0.6666666667000001,0.0,0.32584269660000004,681.0,583.0,0.011111111100000001,33.5714285714,29,324.9151158569,265.7251266588,,,,,,,,,,,0.625,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s509', 'Incorrect number of trials in small condition for worker_id:s509', 'Incorrect number of trials in medium condition for worker_id:s509', 'Incorrect number of trials in large condition for worker_id:s509']",3,260.5,0.0,28.1762513117,558.7,0.0,-1.1410340776,0.22968110860000002,-0.6484195278
s510,3.6666666667000003,-0.05,0,-10.7155387245,-0.002,6,-2.75,11.0,0.30000000000000004,0,-4.8039658363,-0.006,5,-2.0,1.0,0.0,0.0,5.0626261818,1.0,337.0,1.0,0.0,0.3555555556,729.0,676.0,0.0,74.0,32,185.9602801849,219.6389608875,,,,,,,,,,,0.75,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s510', 'Incorrect number of trials in small condition for worker_id:s510', 'Incorrect number of trials in medium condition for worker_id:s510', 'Incorrect number of trials in large condition for worker_id:s510']",0,280.0,0.0,35.694103015,754.8,0.0,0.0099065174,0.1881682715,-0.15924764300000002
s551,27.1666666667,0.0071428571,1,-1.4595054277,0.0008571429000000001,6,-2.3571428571,21.5714285714,0.2267857143,1,-9.8421254233,0.0040714286,7,-0.32142857140000003,1.0,0.0,0.0,5.0626261818,1.0,356.0,1.0,0.0,0.3888888889,704.0,661.0,0.0,157.7,35,221.9235351696,179.2263621482,,,,,,,,,,,0.4,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s551', 'Incorrect number of trials in small condition for worker_id:s551', 'Incorrect number of trials in medium condition for worker_id:s551', 'Incorrect number of trials in large condition for worker_id:s551']",1,261.0,0.0,65.7259548275,790.89,0.0,-0.7505516564,0.2723044734,-0.7751505446
s556,6.1666666667,-0.2357142857,0,-14.2475450589,-0.0005714286,6,-4.5714285714,14.25,1.8636363636,2,-7.0620484939,-0.01,4,0.5590909091,0.9204545455,-0.4298153971,0.25,2.2086102945,0.9375,361.0,0.75,0.0625,0.36250000000000004,915.0,957.0,0.1111111111,193.0,29,424.0874845846,338.2680501104,,,,,,,,,,,0.6666666667000001,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s556', 'Incorrect number of trials in small condition for worker_id:s556', 'Incorrect number of trials in medium condition for worker_id:s556', 'Incorrect number of trials in large condition for worker_id:s556']",1,340.0,0.0,66.5666437898,,,,,
