,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.log_ll,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.num_trials,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.log_ll,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.num_trials,columbia_card_task_hot.probability_sensitivity,go_nogo.acc,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.go_acc,go_nogo.go_rt,go_nogo.nogo_acc,go_nogo.omission_errors,hierarchical_rule.acc,hierarchical_rule.avg_rt,hierarchical_rule.avg_rt_error,hierarchical_rule.missed_percent,hierarchical_rule.post_error_slowing,hierarchical_rule.score,hierarchical_rule.std_rt,hierarchical_rule.std_rt_error,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_acc,information_sampling_task.Decreasing_Win_boxes_opened,information_sampling_task.Decreasing_Win_total_points,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_acc,information_sampling_task.Fixed_Win_boxes_opened,information_sampling_task.Fixed_Win_motivation,information_sampling_task.Fixed_Win_total_points,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.exp_match_pct,kirby.exp_match_pct_large,kirby.exp_match_pct_medium,kirby.exp_match_pct_small,kirby.hyp_discount_rate,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,kirby.hyp_match_pct,kirby.hyp_match_pct_large,kirby.hyp_match_pct_medium,kirby.hyp_match_pct_small,kirby.percent_patient,kirby.percent_patient_large,kirby.percent_patient_medium,kirby.percent_patient_small,kirby.warnings,ravens.score,simple_reaction_time.avg_rt,simple_reaction_time.missed_percent,simple_reaction_time.std_rt,two_stage_decision.avg_rt,two_stage_decision.missed_percent,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance
s092,13.3333333333,0.0,1,177.9109477413,5.290906602e-17,6,-5.0,17.5,1.2437751739,3,100.803228019,0.029751007000000003,4,-12.4377517393,0.9886363636000001,-0.5151135724,0.0666666667,4.0323990369,1.0,366.0,0.9333333333,0.0,0.4555555556,769.0,763.0,0.0,-64.1111111111,41,165.5616936077,143.3286771511,,,,,,,,,,0.6666666667000001,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s092', 'Incorrect number of trials in small condition for worker_id:s092', 'Incorrect number of trials in medium condition for worker_id:s092', 'Incorrect number of trials in large condition for worker_id:s092']",3,370.5,0.0,49.1670013892,693.4,0.0,0.1426219316,0.0391708878,0.0981770831
s093,10.6666666667,-0.45,3,157.1526101034,-0.028,6,-5.0,11.6666666667,0.3357142857,0,-16.3793439504,-0.021428571400000002,6,1.4285714286,0.9318181818000001,-0.7974041467,0.3636363636,2.2923196844,0.974025974,396.0,0.6363636364,0.025974026,0.4382022472,787.0,979.5,0.011111111100000001,55.2666666667,39,336.5510671246,251.5995530641,,,,,,,,,,0.6666666667000001,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s093', 'Incorrect number of trials in small condition for worker_id:s093', 'Incorrect number of trials in medium condition for worker_id:s093', 'Incorrect number of trials in large condition for worker_id:s093']",3,339.5,0.0,72.3664218009,957.56,0.0,-0.4360456878,0.0830848411,-0.4515683205
s094,6.0,1.769417945e-16,1,170.4562277919,-1.847480502e-16,6,-2.0,6.8571428571,0.0428571429,0,-10.8672894808,-0.0071428571,7,-1.4285714286,0.9886363636000001,-0.6553363710000001,0.1111111111,3.7519534397000003,1.0,343.0,0.8888888889000001,0.0,0.4666666667,923.0,983.0,0.0,0.2,42,175.1355622276,201.2281440491,,,,,,,,,,0.6666666667000001,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s094', 'Incorrect number of trials in small condition for worker_id:s094', 'Incorrect number of trials in medium condition for worker_id:s094', 'Incorrect number of trials in large condition for worker_id:s094']",3,328.0,0.0,103.3007906205,867.7755102041,0.02,0.7722272026,0.1779876859,0.9673584411
s097,15.6666666667,-0.12376237620000001,0,-11.1261162726,-0.011,6,-0.012376237600000001,24.8,-0.15,0,-4.8039658363,0.008,5,-5.5,0.9886363636000001,-0.5526181093,0.0769230769,3.9573899632,1.0,413.0,0.9230769231,0.0,0.5777777778000001,803.0,776.0,0.0,47.384615384599996,52,121.3980029207,102.3748898189,,,,,,,,,,0.6666666667000001,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s097', 'Incorrect number of trials in small condition for worker_id:s097', 'Incorrect number of trials in medium condition for worker_id:s097', 'Incorrect number of trials in large condition for worker_id:s097']",2,303.0,0.0,54.2856689644,781.48,0.0,0.6568631856,0.0961786392,0.7797312764000001
s098,15.6666666667,0.15,0,-12.1751375181,0.005,6,-2.3333333333,10.3333333333,0.4285714286,0,-12.292259165699999,-0.0097142857,6,-3.4285714286,0.9545454545000001,-1.0144554338,0.3076923077,3.0337153143,1.0,353.0,0.6923076923,0.0,0.30000000000000004,428.5,599.0,0.1111111111,-6.8333333333,24,414.4687187721,610.4528189433,,,,,,,,,,0.625,0.9842151282,0.9984583584000001,0.9997499962,0.9538658187000001,0.7142857143,1.0,1.0,1.0,0.0013736222,0.0006903211000000001,0.0002011893,0.06403124240000001,0.7142857143,1,1.0,1.0,0.5714285714,1.0,0.5,0.33333333330000003,"['Incorrect number of total trials for worker_id:s098', 'Incorrect number of trials in small condition for worker_id:s098', 'Incorrect number of trials in medium condition for worker_id:s098', 'Incorrect number of trials in large condition for worker_id:s098']",3,356.5,0.0,62.7033760755,307.6666666667,0.04,-0.46726671010000004,-0.22306139200000002,-0.5280149843
s103,7.0,0.6867369589,3,-6.6743177806,-0.008,6,-4.125,9.0,-0.25,2,-1.0589112499,-0.01,6,-0.25,0.9772727273,-0.9284116704,0.25,3.2058028411,1.0,360.5,0.75,0.0,0.6666666667000001,823.0,902.0,0.0,14.35,60,197.754121001,188.2383546489,,,,,,,,,,0.6000000000000001,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s103', 'Incorrect number of trials in small condition for worker_id:s103', 'Incorrect number of trials in medium condition for worker_id:s103', 'Incorrect number of trials in large condition for worker_id:s103']",2,312.5,0.0,126.2665563134,893.8469387755,0.02,0.48797446520000004,0.2677563159,0.4699128007
s106,11.5,-1.110223025e-16,1,163.5229930856,-7.389922008e-16,6,-3.5,7.2,-0.1,2,150.700737585,-0.008,5,0.0,0.9886363636000001,-0.5980676774,0.0909090909,3.866490827,1.0,297.0,0.9090909091,0.0,0.41111111110000004,610.0,608.0,0.0,27.7272727273,37,159.2988013392,151.9403862932,,,,,,,,,,0.625,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s106', 'Incorrect number of trials in small condition for worker_id:s106', 'Incorrect number of trials in medium condition for worker_id:s106', 'Incorrect number of trials in large condition for worker_id:s106']",2,279.5,0.0,51.4561780992,571.23,0.0,0.4327547323,0.2300541053,0.4395783898
s108,2.6666666667000003,0.025,0,0.15748407450000002,-0.002,6,-0.25,3.25,0.05,0,107.6781722509,-0.01,4,-2.5,0.9659090909,-1.0034562891,0.30000000000000004,3.0557136036,1.0,361.0,0.7000000000000001,0.0,0.42696629210000003,863.0,834.0,0.011111111100000001,-60.1666666667,38,195.9880900379,268.0832677199,,,,,,,,,,0.8,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s108', 'Incorrect number of trials in small condition for worker_id:s108', 'Incorrect number of trials in medium condition for worker_id:s108', 'Incorrect number of trials in large condition for worker_id:s108']",3,337.0,0.0,108.2016878942,851.34,0.0,0.3861203775,0.2674998504,0.3938299617
s110,10.6666666667,-0.0125,1,-14.2484252114,0.0158333184,6,1.3333296078,26.6,0.30000000000000004,3,121.8685084601,-0.012,5,-5.0,0.9886363636000001,0.1473868169,0.0,4.7678525480000005,0.9873417722000001,337.5,1.0,0.0126582278,0.3444444444,561.0,511.0,0.0,-95.2857142857,31,120.4162761835,132.4631836857,,,,,,,,,,0.625,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s110', 'Incorrect number of trials in small condition for worker_id:s110', 'Incorrect number of trials in medium condition for worker_id:s110', 'Incorrect number of trials in large condition for worker_id:s110']",0,292.5,0.0,44.303885627,,,,,
s111,8.0,0.1357142857,0,-13.9361546778,-0.0054285714,6,0.9285714286000001,13.1666666667,0.125,0,-13.5820730596,-0.013000000000000001,6,-3.0,0.9886363636000001,0.1627512203,0.0,4.7371237413,0.9863013699000001,362.5,1.0,0.013698630100000001,0.32584269660000004,430.0,523.0,0.011111111100000001,-141.375,29,208.9717436764,258.6602132764,,,,,,,,,,0.5,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s111', 'Incorrect number of trials in small condition for worker_id:s111', 'Incorrect number of trials in medium condition for worker_id:s111', 'Incorrect number of trials in large condition for worker_id:s111']",3,282.5,0.0,37.506538074,819.62,0.0,-1.2972235246000001,-0.10940920080000001,-1.2100922506
s112,6.6666666667,0.5,2,177.05020302,-0.02,6,0.0,7.8333333333,0.43571428570000004,0,-14.2895037848,-0.0162857143,6,-2.4285714286,1.0,0.0,0.0,5.0626261818,1.0,256.0,1.0,0.0,0.5111111111000001,1401.0,1548.5,0.0,-43.8666666667,46,348.3186031141,357.2978042617,,,,,,,,,,0.5,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s112', 'Incorrect number of trials in small condition for worker_id:s112', 'Incorrect number of trials in medium condition for worker_id:s112', 'Incorrect number of trials in large condition for worker_id:s112']",3,233.0,0.0,25.3861220361,576.92,0.0,-0.08666111750000001,0.13494932880000002,-0.057149663
s121,6.8333333333,-0.0833333333,1,-6.0808405506,-0.022,6,0.5,18.5,0.1857142857,0,-15.0248711589,-0.0031428571000000002,6,-2.9285714286,0.9545454545000001,-0.8110072743000001,0.2727272727,2.8311852418,0.9870129870000001,367.5,0.7272727273,0.012987013,0.3555555556,943.0,1053.5,0.0,-104.2,32,260.9551932866,253.9590648,,,,,,,,,,0.30000000000000004,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s121', 'Incorrect number of trials in small condition for worker_id:s121', 'Incorrect number of trials in medium condition for worker_id:s121', 'Incorrect number of trials in large condition for worker_id:s121']",2,396.5,0.0,101.8679590503,831.97,0.0,-0.27404596670000003,-0.2752470904,-0.3631703257
s128,6.6666666667,-1.3183898419999998e-16,2,189.8963614777,0.0123529296,6,0.5882323875000001,10.4,0.30000000000000004,0,-3.0710978849,-0.001,5,-2.75,0.9772727273,-0.8833017086,0.2222222222,3.2960227647,1.0,362.0,0.7777777778,0.0,0.3111111111,902.5,836.5,0.0,19.25,28,213.1979326016,154.0662771939,,,,,,,,,,0.75,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s128', 'Incorrect number of trials in small condition for worker_id:s128', 'Incorrect number of trials in medium condition for worker_id:s128', 'Incorrect number of trials in large condition for worker_id:s128']",2,334.0,0.0,46.2358432449,632.51,0.0,-0.3383574509,0.0747330985,-0.2847376709
s129,3.0,-0.025,1,-2.2753065742,-0.011,6,-0.375,10.6666666667,0.1,0,91.0441462107,0.0138823399,3,0.4705849689,1.0,0.0,0.0,5.0626261818,1.0,399.0,1.0,0.0,0.4777777778,773.0,782.0,0.0,45.0,43,123.3531291168,169.3563016004,,,,,,,,,,0.5,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,0.8571428571,1.0,0.5,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,0.8571428571,1,0.5,1.0,1.0,1.0,1.0,1.0,"['Incorrect number of total trials for worker_id:s129', 'Incorrect number of trials in small condition for worker_id:s129', 'Incorrect number of trials in medium condition for worker_id:s129', 'Incorrect number of trials in large condition for worker_id:s129']",1,355.5,0.0,57.5754066748,802.1020408163,0.02,-0.47283812950000004,0.08860187180000001,-0.3295949906
s142,10.0,0.0,3,145.2927247842,0.0,6,-5.0,10.0,0.0005324804,2,96.5960991719,0.0133120105,3,-8.881784197e-16,0.9772727273,-0.6417520652,0.1666666667,3.2183472626,0.987804878,358.0,0.8333333333,0.012195122000000001,0.5111111111000001,670.5,631.5,0.0,115.6666666667,46,239.6656618471,229.0184774251,,,,,,,,,,0.8333333333,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s142', 'Incorrect number of trials in small condition for worker_id:s142', 'Incorrect number of trials in medium condition for worker_id:s142', 'Incorrect number of trials in large condition for worker_id:s142']",2,329.0,0.026315789500000002,80.2398618857,140.98,0.0,-0.4343588671,-0.2369670025,-0.5468963608
s145,7.0,-0.02,1,-5.4114098966,0.0013333333,6,-2.3,12.5,0.1928571429,2,-1.4595054277,0.0031428571000000002,6,-5.3571428571,0.9659090909,-1.0034562891,0.30000000000000004,3.0557136036,1.0,304.5,0.7000000000000001,0.0,0.2840909091,537.0,508.0,0.022222222200000002,,25,246.0343810663,255.6646058433,,,,,,,,,,0.8333333333,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s145', 'Incorrect number of trials in small condition for worker_id:s145', 'Incorrect number of trials in medium condition for worker_id:s145', 'Incorrect number of trials in large condition for worker_id:s145']",2,245.0,0.0,26.3332403021,579.05,0.0,-0.0500702685,0.1335933272,0.06134706400000001
s149,14.1666666667,0.075,0,-15.9891124771,0.007,6,-3.25,10.2,0.05,2,143.4000510028,-1.8561541190000002e-16,5,-3.0,0.9886363636000001,-0.7318712835000001,0.1428571429,3.5988836148,1.0,374.0,0.8571428571,0.0,0.2911392405,539.0,602.0,0.12222222220000001,100.2,23,233.428332816,243.3831328393,,,,,,,,,,1.0,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s149', 'Incorrect number of trials in small condition for worker_id:s149', 'Incorrect number of trials in medium condition for worker_id:s149', 'Incorrect number of trials in large condition for worker_id:s149']",0,352.5,0.0,44.3685345299,618.14,0.0,-0.4283604666,-0.16431533380000002,-0.3618620924
s161,8.1666666667,-0.0071428571,1,-9.7772715945,-0.0102857143,6,-6.7857142857,6.875,0.2083333333,1,-15.517323765,-0.0136666667,8,-1.4166666667,1.0,0.0,0.0,5.0626261818,1.0,314.0,1.0,0.0,0.5777777778000001,711.0,662.5,0.0,-52.7333333333,52,149.7507771228,154.5081398879,,,,,,,,,,0.25,0.9844600706000001,0.9368117971000001,0.9591600679000001,0.9844600706000001,1.0,1.0,1.0,1.0,0.0158414076,0.0399243052,0.0149233694,0.0158414076,1.0,1,1.0,1.0,0.4285714286,0.5,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s161', 'Incorrect number of trials in small condition for worker_id:s161', 'Incorrect number of trials in medium condition for worker_id:s161', 'Incorrect number of trials in large condition for worker_id:s161']",1,249.0,0.0,41.2218178224,727.08,0.0,0.9431386866,0.0404574189,0.9337012153
s163,9.3333333333,0.219478738,2,-8.1602820923,-6.609296443e-16,6,2.19478738,8.0,-3.0531133179999997e-16,0,186.412121908,1.2143064330000001e-17,6,8.881784197e-16,0.9886363636000001,0.14255777760000002,0.0,4.7775106265,0.9876543210000001,449.5,1.0,0.012345679,0.6741573034,810.0,797.0,0.011111111100000001,100.0,60,206.981297089,172.3875088339,,,,,,,,,,0.625,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s163', 'Incorrect number of trials in small condition for worker_id:s163', 'Incorrect number of trials in medium condition for worker_id:s163', 'Incorrect number of trials in large condition for worker_id:s163']",0,290.0,0.0,43.0190337972,441.67,0.0,0.1947917029,0.0284593166,0.0490153798
s165,7.8333333333,-0.0142857143,0,-12.2100622431,-0.0122857143,6,-1.3571428571,4.4,-0.075,0,-1.3382299335,-0.002,5,-1.25,0.9772727273,-0.9826821345000001,0.2857142857,3.0972619128,1.0,358.0,0.7142857143,0.0,0.4222222222,797.5,795.0,0.0,-41.0,38,151.7397379715,133.013358519,,,,,,,,,,0.6000000000000001,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,1.0,1.0,1.0,1.0,0.158113883,0.0399243052,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.1428571429,0.5,0.0,0.0,"['Incorrect number of total trials for worker_id:s165', 'Incorrect number of trials in small condition for worker_id:s165', 'Incorrect number of trials in medium condition for worker_id:s165', 'Incorrect number of trials in large condition for worker_id:s165']",0,369.0,0.0,201.7098179071,752.82,0.0,-0.40288439330000003,0.0008602924,-0.41971824
s168,23.3333333333,0.25,0,-9.558551282,-0.001,6,-3.25,20.5,0.1,3,173.5115826153,-0.006,6,-3.5,1.0,0.0,0.0,5.0626261818,1.0,312.0,1.0,0.0,0.4666666667,935.0,1230.5,0.0,-28.9473684211,42,431.5216950362,403.8193630996,,,,,,,,,,0.75,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s168', 'Incorrect number of trials in small condition for worker_id:s168', 'Incorrect number of trials in medium condition for worker_id:s168', 'Incorrect number of trials in large condition for worker_id:s168']",2,306.5,0.0,56.1565075732,544.75,0.0,0.8499486531,-0.156068369,0.8435091958000001
s170,10.0,0.1428571429,2,-5.6183885111,-0.0145714286,6,-4.7142857143,12.8333333333,0.3285714286,0,-14.0735832859,-0.0157142857,6,-7.6428571429000005,0.9545454545000001,-1.195801396,0.4444444444,2.6710233898,1.0,321.0,0.5555555556,0.0,0.41111111110000004,819.0,754.0,0.0,-79.7777777778,37,192.9650305185,209.6075969579,,,,,,,,,,0.5,0.9975981938,0.9984583584000001,0.9591600679000001,0.9984583584000001,1.0,1.0,1.0,1.0,0.0015704178,0.0006903211000000001,0.0149233694,0.0006903211000000001,1.0,1,1.0,1.0,0.7142857143,1.0,0.0,1.0,"['Incorrect number of total trials for worker_id:s170', 'Incorrect number of trials in small condition for worker_id:s170', 'Incorrect number of trials in medium condition for worker_id:s170', 'Incorrect number of trials in large condition for worker_id:s170']",0,284.0,0.0,40.3790803266,,,,,
s173,11.8333333333,0.05,0,-10.9091542879,-0.002,6,-4.5,17.0,0.125,0,-5.9113202041,-0.006,4,8.375,1.0,0.0,0.0,5.0626261818,1.0,293.5,1.0,0.0,0.6333333333,682.0,703.0,0.0,12.1666666667,57,139.4606105851,194.5464324883,,,,,,,,,,0.8333333333,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s173', 'Incorrect number of trials in small condition for worker_id:s173', 'Incorrect number of trials in medium condition for worker_id:s173', 'Incorrect number of trials in large condition for worker_id:s173']",3,249.0,0.0,38.9665666228,645.75,0.0,0.5066272955,0.11582368450000001,0.5183335812000001
s179,9.3333333333,0.2,0,-12.3191651756,-0.0093333333,6,-4.5,14.6666666667,0.1857142857,1,-10.7326327878,-0.022285714300000002,6,-8.7142857143,1.0,0.0,0.0,5.0626261818,1.0,322.0,1.0,0.0,0.3820224719,716.5,707.0,0.011111111100000001,36.5714285714,34,150.5727419684,210.7275947566,,,,,,,,,,0.75,0.8834645520000001,0.9368117971000001,0.9591600679000001,0.8834645520000001,0.8571428571,0.5,1.0,1.0,0.25,0.25,0.0149233694,0.1988176822,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,"['Incorrect number of total trials for worker_id:s179', 'Incorrect number of trials in small condition for worker_id:s179', 'Incorrect number of trials in medium condition for worker_id:s179', 'Incorrect number of trials in large condition for worker_id:s179']",2,309.0,0.0,32.3978205543,833.41,0.0,0.1802464858,0.2288486719,0.0107472516
s180,6.8333333333,0.30000000000000004,0,-13.9165595722,-0.019,6,-1.1666666667,12.0,0.1,0,-6.5368337877,0.002,5,-5.5,1.0,0.0,0.0,5.0626261818,1.0,376.0,1.0,0.0,0.5280898876,717.0,810.0,0.011111111100000001,-4.4545454545,47,152.7110389743,166.9957210465,,,,,,,,,,1.0,0.9923220343,0.9984583584000001,0.9591600679000001,0.9844600706000001,0.8571428571,1.0,1.0,1.0,0.0039584634,0.0006903211000000001,0.0149233694,0.0158414076,0.8571428571,1,1.0,1.0,0.5714285714,1.0,0.0,0.6666666667000001,"['Incorrect number of total trials for worker_id:s180', 'Incorrect number of trials in small condition for worker_id:s180', 'Incorrect number of trials in medium condition for worker_id:s180', 'Incorrect number of trials in large condition for worker_id:s180']",3,312.0,0.0,52.0312645371,561.36,0.0,-0.048763556400000005,-0.1740667866,-0.1898356302
s182,9.1666666667,0.1,0,-11.4561189583,0.008,6,-1.5,8.6666666667,-0.025,0,-8.7537593222,-0.008,6,0.75,0.9772727273,-0.9826821345000001,0.2857142857,3.0972619128,1.0,357.0,0.7142857143,0.0,0.4777777778,1063.0,1051.0,0.0,-103.875,43,318.0745174815,296.9209692488,,,,,,,,,,0.5,0.9538658187000001,0.9368117971000001,0.9591600679000001,0.9538658187000001,1.0,1.0,1.0,1.0,0.06403124240000001,0.0399243052,0.0149233694,0.06403124240000001,1.0,1,1.0,1.0,0.2857142857,0.5,0.0,0.33333333330000003,"['Incorrect number of total trials for worker_id:s182', 'Incorrect number of trials in small condition for worker_id:s182', 'Incorrect number of trials in medium condition for worker_id:s182', 'Incorrect number of trials in large condition for worker_id:s182']",2,360.5,0.0,41.9570412966,869.38,0.0,0.0382254641,0.11588403380000001,0.0822150344
s184,7.6666666667,0.2,0,-5.2177943332,0.004,6,-1.0,9.8,0.025,0,-9.3349127274,0.0035,5,-2.125,0.9886363636000001,-0.5741594819,0.0833333333,3.9143072180000003,1.0,312.5,0.9166666667000001,0.0,0.3111111111,770.0,837.5,0.0,-24.0,28,134.9596206513,168.220455441,,,,,,,,,,0.8,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s184', 'Incorrect number of trials in small condition for worker_id:s184', 'Incorrect number of trials in medium condition for worker_id:s184', 'Incorrect number of trials in large condition for worker_id:s184']",2,262.0,0.0,89.1911695327,868.6,0.0,-0.46729658820000003,-0.2706947416,-0.2902479416
s187,3.6666666667000003,-0.2571428571,0,-16.5113449382,-0.0054285714,6,-1.2142857143,15.4285714286,-0.1145833333,0,-19.9155776076,0.0014166667,7,2.4791666667,0.9886363636000001,-0.7819457624,0.1666666667,3.498734657,1.0,374.5,0.8333333333,0.0,0.3033707865,781.0,713.0,0.011111111100000001,44.6666666667,27,282.5229032896,301.2468400601,,,,,,,,,,0.6666666667000001,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,0.8571428571,1.0,0.5,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,0.8571428571,1,0.5,1.0,1.0,1.0,1.0,1.0,"['Incorrect number of total trials for worker_id:s187', 'Incorrect number of trials in small condition for worker_id:s187', 'Incorrect number of trials in medium condition for worker_id:s187', 'Incorrect number of trials in large condition for worker_id:s187']",2,399.5,0.0,76.8028085961,534.6836734694,0.02,-0.4892646939,-0.1119706976,-0.6001740037000001
s190,13.6666666667,0.2,0,-10.8332008639,-0.013000000000000001,6,-3.0,19.0,-0.1770833333,0,-18.9592226932,-0.0130833333,7,-0.8958333333,1.0,0.0,0.0,5.0626261818,1.0,363.5,1.0,0.0,0.3820224719,1160.5,1244.0,0.011111111100000001,-59.8888888889,34,452.7265202515,434.4893577755,,,,,,,,,,0.6666666667000001,0.9997499962,0.9984583584000001,0.9997499962,0.9984583584000001,1.0,1.0,1.0,1.0,0.0002011893,0.0006903211000000001,0.0002011893,0.0006903211000000001,1.0,1,1.0,1.0,0.8571428571,1.0,0.5,1.0,"['Incorrect number of total trials for worker_id:s190', 'Incorrect number of trials in small condition for worker_id:s190', 'Incorrect number of trials in medium condition for worker_id:s190', 'Incorrect number of trials in large condition for worker_id:s190']",3,288.5,0.0,39.2093716118,708.72,0.0,-0.4441312738,0.1201868915,-0.4459867604
